"index";"labourearnings";"age";"gender";"education";"maritalstatus";"lifesatisfaction"
17109;117000;58;1;3;2;8
17110;0;13;1;NA;NA;NA
17111;19800;62;2;2;3;5
17112;102000;57;1;3;1;9
17113;NA;59;1;3;1;8
17114;0;96;1;3;1;8
17115;NA;54;2;3;1;8
17116;NA;50;2;NA;NA;NA
17117;1440;65;2;3;1;10
17118;0;36;2;1;1;8
17119;37700;35;1;3;2;9
17120;NA;69;1;NA;NA;NA
17121;0;6;1;NA;NA;NA
17122;40800;31;1;3;2;8
17123;0;5;1;NA;NA;NA
17124;0;56;1;2;1;4
17125;0;13;1;NA;NA;NA
17126;0;50;2;3;1;7
17127;0;64;2;2;1;9
17128;0;4;1;NA;NA;NA
17129;0;7;2;NA;NA;NA
17130;NA;48;1;2;1;8
17131;0;76;1;3;1;7
17132;0;20;2;2;2;8
17133;35600;24;1;3;2;9
17134;18600;55;2;2;5;7
17135;0;12;1;NA;NA;NA
17136;0;8;2;NA;NA;NA
17137;NA;19;2;1;2;5
17138;NA;35;1;NA;NA;NA
17139;0;9;2;NA;NA;NA
17140;0;10;1;NA;NA;NA
17141;120000;55;1;2;1;5
17142;0;69;2;NA;NA;NA
17143;0;6;2;NA;NA;NA
17144;NA;50;2;NA;NA;NA
17145;0;44;1;1;1;5
17146;0;37;2;2;1;7
17147;0;93;2;1;2;6
17148;19156;41;2;2;1;6
17149;6400;25;1;1;2;9
17150;0;4;2;NA;NA;NA
17151;138000;48;1;3;1;8
17152;0;12;2;NA;NA;NA
17153;0;83;2;3;3;10
17154;34900;53;2;3;4;7
17155;0;81;1;3;1;6
17156;12000;44;2;3;1;9
17157;38700;37;1;1;1;9
17158;0;34;1;1;5;5
17159;0;68;2;2;1;8
17160;NA;54;2;NA;NA;NA
17161;0;13;1;NA;NA;NA
17162;4800;60;1;1;4;7
17163;NA;53;1;2;1;8
17164;NA;53;2;2;1;8
17165;0;4;1;NA;NA;NA
17166;22200;42;1;1;1;10
17167;0;11;2;NA;NA;NA
17168;0;21;2;2;2;8
17169;0;39;2;2;1;8
17170;0;5;2;NA;NA;NA
17171;0;19;2;NA;2;6
17172;0;16;1;NA;NA;NA
17173;NA;12;2;NA;NA;NA
17174;0;13;2;NA;NA;NA
17175;NA;43;2;NA;NA;NA
17176;0;9;2;NA;NA;NA
17177;0;15;1;NA;NA;NA
17178;0;80;2;2;3;10
17179;0;79;1;3;1;8
17180;15100;58;2;2;1;2
17181;NA;81;1;2;1;10
17182;0;3;2;NA;NA;NA
17183;78000;50;2;3;1;9
17184;NA;19;1;2;2;9
17185;0;5;2;NA;NA;NA
17186;23630;30;1;2;2;7
17187;NA;4;1;NA;NA;NA
17188;0;14;2;NA;NA;NA
17189;0;4;2;NA;NA;NA
17190;NA;50;1;3;1;8
17191;0;17;1;NA;2;NA
17192;NA;45;1;2;1;8
17193;0;20;2;NA;2;6
17194;6920;29;2;3;2;9
17195;48400;47;2;2;1;9
17196;0;69;2;2;4;8
17197;NA;65;2;NA;NA;NA
17198;NA;26;2;3;2;7
17199;1920;68;2;3;1;9
17200;NA;30;2;3;1;8
17201;0;1;1;NA;NA;NA
17202;37200;43;1;3;1;9
17203;50400;53;2;3;2;8
17204;48000;50;2;3;1;9
17205;120000;51;1;1;1;9
17206;0;28;2;1;1;8
17207;168000;44;1;3;1;8
17208;0;71;1;3;1;8
17209;0;58;1;2;1;4
17210;0;10;2;NA;NA;NA
17211;25200;21;1;2;2;7
17212;0;14;1;NA;NA;NA
17213;0;69;1;3;1;3
17214;0;8;2;NA;NA;NA
17215;0;2;1;NA;NA;NA
17216;144000;53;1;3;1;8
17217;39600;58;1;3;1;6
17218;0;29;2;3;1;9
17219;24000;47;1;2;2;3
17220;33800;51;1;2;1;7
17221;0;64;2;NA;NA;NA
17222;0;72;1;3;1;7
17223;NA;48;2;NA;NA;NA
17224;0;11;1;NA;NA;NA
17225;0;12;2;NA;NA;NA
17226;NA;20;2;NA;2;8
17227;50700;45;1;3;1;10
17228;NA;22;1;NA;NA;NA
17229;56541;55;2;3;4;8
17230;0;14;1;NA;NA;NA
17231;0;9;1;NA;NA;NA
17232;41596;31;1;2;1;9
17233;90000;44;2;3;1;8
17234;39000;55;1;2;1;7
17235;0;11;2;NA;NA;NA
17236;0;60;2;2;4;8
17237;0;9;1;NA;NA;NA
17238;0;67;1;2;1;5
17239;NA;50;2;1;1;8
17240;4400;72;2;1;4;7
17241;0;1;2;NA;NA;NA
17242;14500;50;2;2;5;7
17243;0;9;2;NA;NA;NA
17244;0;12;1;NA;NA;NA
17245;192000;55;1;2;1;9
17246;45500;38;2;3;1;8
17247;0;75;1;3;1;10
17248;0;6;2;NA;NA;NA
17249;0;1;1;NA;NA;NA
17250;NA;NA;2;NA;NA;NA
17251;0;73;2;3;4;9
17252;0;3;2;NA;NA;NA
17253;0;13;2;NA;NA;NA
17254;0;19;1;NA;NA;NA
17255;0;5;1;NA;NA;NA
17256;35900;44;1;2;1;8
17257;12860;57;2;2;3;4
17258;0;72;2;2;4;6
17259;0;38;2;3;1;6
17260;NA;33;1;2;2;10
17261;42000;53;2;2;3;6
17262;7800;35;1;1;1;6
17263;0;18;2;NA;2;8
17264;0;15;1;NA;NA;NA
17265;NA;28;1;NA;2;7
17266;NA;58;1;NA;NA;NA
17267;11600;21;2;2;2;10
17268;0;15;1;NA;NA;NA
17269;238800;52;1;2;4;10
17270;47300;45;1;3;5;4
17271;2400;20;1;1;2;6
17272;NA;52;1;2;1;8
17273;NA;50;2;NA;NA;NA
17274;66000;45;1;NA;2;6
17275;0;73;2;2;3;7
17276;NA;24;1;NA;NA;NA
17277;0;6;1;NA;NA;NA
17278;NA;39;2;1;1;7
17279;0;35;2;NA;NA;NA
17280;38600;31;2;2;1;9
17281;0;16;1;NA;NA;NA
17282;192000;53;1;3;1;9
17283;48000;63;1;2;1;7
17284;1500;18;1;NA;2;8
17285;0;19;1;2;2;8
17286;NA;50;2;2;4;9
17287;NA;39;1;2;1;8
17288;15192;58;2;2;1;5
17289;0;21;2;2;2;7
17290;33600;45;2;2;1;9
17291;0;17;1;NA;2;NA
17292;NA;22;2;2;2;8
17293;0;15;2;NA;NA;NA
17294;0;13;1;NA;NA;NA
17295;72000;45;1;3;1;8
17296;0;73;1;3;1;9
17297;NA;45;2;3;1;8
17298;5400;66;2;2;1;9
17299;NA;20;1;NA;NA;NA
17300;0;13;1;NA;NA;NA
17301;NA;42;2;NA;NA;NA
17302;31200;52;2;2;1;7
17303;0;4;1;NA;NA;NA
17304;7440;38;2;3;1;8
17305;0;14;1;NA;NA;NA
17306;0;16;2;NA;NA;NA
17307;20160;60;2;2;1;7
17308;0;12;1;NA;NA;NA
17309;78000;53;1;1;1;6
17310;NA;56;2;NA;NA;NA
17311;0;31;1;3;2;4
17312;800;40;1;1;1;10
17313;NA;55;1;NA;NA;NA
17314;0;0;2;NA;NA;NA
17315;720;22;2;2;2;9
17316;13200;23;1;1;5;6
17317;NA;44;2;3;1;9
17318;NA;53;2;NA;NA;NA
17319;68800;52;1;2;4;9
17320;0;5;1;NA;NA;NA
17321;NA;45;2;NA;NA;NA
17322;0;21;2;NA;NA;NA
17323;0;8;1;NA;NA;NA
17324;0;10;2;NA;NA;NA
17325;8190;30;2;2;1;9
17326;0;18;2;NA;2;8
17327;53188;38;1;2;2;7
17328;18025;58;1;2;1;8
17329;0;15;1;NA;NA;NA
17330;NA;46;2;3;1;9
17331;0;23;1;NA;NA;NA
17332;0;80;2;NA;NA;NA
17333;0;71;2;NA;NA;NA
17334;0;72;2;2;3;10
17335;0;4;1;NA;NA;NA
17336;18000;58;1;1;2;5
17337;0;14;2;NA;NA;NA
17338;0;16;2;NA;NA;NA
17339;34000;55;1;2;1;9
17340;0;3;2;NA;NA;NA
17341;14400;25;1;3;2;7
17342;0;49;2;3;1;6
17343;0;65;1;1;4;6
17344;25200;44;2;3;1;9
17345;72000;42;2;3;1;9
17346;0;11;2;NA;NA;NA
17347;0;11;1;NA;NA;NA
17348;0;42;1;1;4;7
17349;0;16;1;NA;NA;NA
17350;0;19;2;1;2;10
17351;66000;69;1;3;1;10
17352;0;70;1;2;1;9
17353;15276;50;2;2;2;5
17354;0;13;2;NA;NA;NA
17355;0;5;2;NA;NA;NA
17356;16750;42;2;2;1;7
17357;NA;41;2;3;1;9
17358;0;13;2;NA;NA;NA
17359;NA;11;1;NA;NA;NA
17360;2840;66;2;1;1;10
17361;41040;46;1;1;1;5
17362;44880;59;1;2;2;7
17363;3600;24;1;2;2;9
17364;0;9;1;NA;NA;NA
17365;59700;38;1;2;1;7
17366;0;59;1;NA;NA;NA
17367;0;17;2;1;2;NA
17368;0;8;2;NA;NA;NA
17369;0;12;1;NA;NA;NA
17370;0;25;1;3;2;10
17371;0;19;1;1;2;8
17372;0;69;1;2;1;8
17373;6048;38;2;2;1;4
17374;0;79;1;2;1;10
17375;0;15;1;NA;NA;NA
17376;29800;43;1;2;1;7
17377;0;12;1;NA;NA;NA
17378;23100;23;2;2;2;8
17379;NA;27;2;NA;NA;NA
17380;0;34;2;NA;NA;NA
17381;144000;52;1;2;1;8
17382;49600;57;2;3;1;8
17383;0;10;2;NA;NA;NA
17384;0;1;2;NA;NA;NA
17385;0;78;1;3;1;9
17386;0;8;1;NA;NA;NA
17387;0;24;1;2;2;3
17388;0;73;2;1;1;9
17389;0;76;2;2;1;8
17390;NA;57;2;NA;NA;NA
17391;0;85;2;NA;NA;NA
17392;0;82;1;3;1;6
17393;NA;47;2;NA;NA;NA
17394;NA;34;2;1;1;8
17395;NA;48;2;NA;1;8
17396;23650;63;1;1;1;6
17397;2400;21;2;NA;2;6
17398;0;56;2;2;1;8
17399;0;83;1;3;1;8
17400;0;80;2;1;1;7
17401;10920;58;2;2;1;7
17402;60000;73;1;3;1;10
17403;6150;39;2;1;1;3
17404;0;19;2;2;2;10
17405;0;9;2;NA;NA;NA
17406;15950;55;2;2;1;8
17407;0;16;1;NA;NA;NA
17408;NA;39;1;3;1;4
17409;0;16;2;NA;NA;NA
17410;NA;45;1;NA;NA;NA
17411;NA;31;1;NA;NA;NA
17412;0;16;1;NA;NA;NA
17413;0;55;2;1;3;6
17414;260;19;2;2;2;8
17415;0;5;2;NA;NA;NA
17416;0;31;2;1;1;8
17417;0;12;1;NA;NA;NA
17418;NA;66;2;2;1;8
17419;0;10;2;NA;NA;NA
17420;0;10;1;NA;NA;NA
17421;NA;18;1;NA;NA;NA
17422;NA;55;1;2;1;9
17423;0;0;2;NA;NA;NA
17424;0;11;1;NA;NA;NA
17425;0;13;2;NA;NA;NA
17426;9000;32;2;3;2;8
17427;0;20;2;NA;NA;NA
17428;0;NA;2;NA;NA;NA
17429;NA;29;2;2;2;9
17430;44000;52;1;2;1;7
17431;0;16;1;NA;NA;NA
17432;12360;49;2;2;1;9
17433;0;41;2;3;1;4
17434;0;9;2;NA;NA;NA
17435;72000;32;2;3;1;8
17436;0;12;2;NA;NA;NA
17437;NA;53;1;3;4;4
17438;24000;41;2;3;1;9
17439;NA;56;1;NA;NA;NA
17440;40452;50;2;3;1;9
17441;0;19;1;2;2;3
17442;0;32;2;3;1;7
17443;NA;57;2;NA;NA;NA
17444;0;67;1;2;1;10
17445;13200;39;2;2;1;7
17446;0;2;1;NA;NA;NA
17447;0;1;2;NA;NA;NA
17448;NA;53;1;3;1;7
17449;13680;45;2;2;1;9
17450;17500;32;2;3;2;7
17451;4920;59;2;2;1;8
17452;20480;24;2;2;2;8
17453;0;82;1;2;1;9
17454;0;73;1;NA;NA;NA
17455;NA;63;1;3;1;8
17456;20400;46;2;2;1;9
17457;108000;61;1;2;1;7
17458;0;11;2;NA;NA;NA
17459;9600;46;1;1;1;8
17460;0;57;1;3;4;8
17461;0;48;1;1;1;8
17462;120000;42;2;3;1;9
17463;0;5;1;NA;NA;NA
17464;0;9;2;NA;NA;NA
17465;NA;76;1;2;1;10
17466;12550;58;2;3;1;7
17467;0;14;1;NA;NA;NA
17468;0;14;1;NA;NA;NA
17469;47000;37;2;2;1;9
17470;NA;19;2;2;2;10
17471;78000;38;1;3;1;8
17472;0;11;2;NA;NA;NA
17473;0;NA;2;NA;NA;NA
17474;22800;38;1;2;4;10
17475;0;13;1;NA;NA;NA
17476;0;80;2;2;1;7
17477;0;47;1;3;2;8
17478;101500;39;1;3;1;6
17479;0;81;2;2;3;8
17480;NA;32;1;NA;NA;NA
17481;20400;45;1;2;1;8
17482;34400;59;2;2;1;10
17483;NA;32;1;2;2;7
17484;13000;62;2;2;1;8
17485;NA;48;2;3;1;9
17486;0;63;2;1;1;6
17487;0;1;2;NA;NA;NA
17488;0;69;1;2;1;5
17489;0;28;1;NA;NA;NA
17490;0;81;2;3;3;6
17491;NA;24;1;NA;NA;NA
17492;4500;27;1;3;2;7
17493;NA;54;2;NA;NA;NA
17494;0;6;1;NA;NA;NA
17495;0;43;2;3;5;2
17496;54621;62;2;3;2;8
17497;42612;42;2;2;4;9
17498;0;4;2;NA;NA;NA
17499;NA;46;1;NA;1;2
17500;0;30;1;NA;NA;NA
17501;0;44;1;2;1;8
17502;12300;63;2;2;1;8
17503;0;13;1;NA;NA;NA
17504;0;56;2;2;3;10
17505;0;7;2;NA;NA;NA
17506;77400;32;1;3;1;6
17507;0;22;1;NA;2;9
17508;0;14;1;NA;NA;NA
17509;0;42;2;1;1;8
17510;0;8;2;NA;NA;NA
17511;62400;49;1;3;1;9
17512;0;71;2;2;1;5
17513;NA;57;1;2;1;8
17514;0;6;2;NA;NA;NA
17515;0;10;1;NA;NA;NA
17516;0;5;2;NA;NA;NA
17517;NA;61;1;NA;NA;NA
17518;0;60;1;2;1;5
17519;0;6;2;NA;NA;NA
17520;NA;56;2;2;3;8
17521;20400;33;1;3;1;8
17522;0;15;2;NA;NA;NA
17523;0;77;1;3;1;8
17524;1200;65;2;2;4;8
17525;0;6;2;NA;NA;NA
17526;NA;47;2;NA;NA;NA
17527;18720;33;2;2;5;8
17528;0;29;1;1;1;7
17529;0;8;2;NA;NA;NA
17530;0;49;2;2;1;9
17531;0;8;NA;NA;NA;NA
17532;0;15;1;NA;NA;NA
17533;0;67;2;2;1;6
17534;22800;56;2;1;4;10
17535;0;42;2;2;1;8
17536;0;8;1;NA;NA;NA
17537;NA;16;1;NA;NA;NA
17538;0;4;1;NA;NA;NA
17539;0;5;1;NA;NA;NA
17540;0;46;2;3;1;9
17541;0;22;1;1;2;7
17542;NA;47;2;NA;1;9
17543;0;13;1;NA;NA;NA
17544;NA;16;2;NA;NA;NA
17545;48000;49;1;2;1;8
17546;41600;50;1;2;2;4
17547;0;18;1;NA;2;7
17548;NA;20;1;NA;NA;NA
17549;0;68;2;2;4;7
17550;61200;46;2;3;1;8
17551;0;44;2;1;1;10
17552;34000;44;2;2;5;7
17553;0;64;2;3;1;5
17554;0;32;1;NA;NA;NA
17555;0;21;1;NA;NA;NA
17556;120000;46;1;3;1;9
17557;0;1;1;NA;NA;NA
17558;0;17;1;1;2;NA
17559;NA;24;1;NA;1;10
17560;7200;40;2;2;1;8
17561;0;56;1;3;1;7
17562;0;63;1;3;1;9
17563;25373;54;2;3;1;8
17564;0;7;2;NA;NA;NA
17565;0;71;2;NA;NA;NA
17566;38400;43;2;2;1;9
17567;5400;43;1;1;1;8
17568;0;13;1;NA;NA;NA
17569;16900;54;2;2;4;7
17570;0;12;1;NA;NA;NA
17571;NA;42;2;3;1;9
17572;0;33;2;3;1;7
17573;6600;25;1;3;2;6
17574;0;14;2;NA;NA;NA
17575;3507;31;2;3;2;9
17576;0;61;1;3;1;7
17577;1200;68;1;2;1;9
17578;0;15;2;NA;NA;NA
17579;0;25;1;NA;NA;NA
17580;26400;53;1;2;4;9
17581;36000;55;2;2;1;9
17582;62800;60;1;3;1;2
17583;0;6;2;NA;NA;NA
17584;0;7;1;NA;NA;NA
17585;NA;58;2;NA;NA;NA
17586;0;11;1;NA;NA;NA
17587;0;9;1;NA;NA;NA
17588;0;11;2;NA;NA;NA
17589;NA;51;2;1;4;5
17590;0;76;1;2;1;8
17591;0;5;1;NA;NA;NA
17592;0;74;1;2;1;3
17593;NA;23;1;NA;NA;NA
17594;0;40;2;3;1;9
17595;NA;54;2;1;1;7
17596;13560;39;2;2;2;8
17597;0;57;1;1;1;5
17598;624000;40;2;NA;1;9
17599;0;8;2;NA;NA;NA
17600;0;10;2;NA;NA;NA
17601;0;11;2;NA;NA;NA
17602;0;71;2;2;1;7
17603;NA;53;1;NA;NA;NA
17604;2400;60;2;2;1;7
17605;32100;55;2;2;1;5
17606;0;0;1;NA;NA;NA
17607;0;15;1;NA;NA;NA
17608;42900;58;1;2;1;8
17609;0;66;2;2;1;10
17610;NA;49;1;NA;NA;NA
17611;0;39;1;1;3;5
17612;0;35;2;3;1;6
17613;63500;39;2;3;1;7
17614;0;9;2;NA;NA;NA
17615;0;67;2;2;1;7
17616;0;NA;2;NA;NA;NA
17617;11418;23;1;2;2;8
17618;NA;27;1;NA;2;8
17619;NA;13;2;NA;NA;NA
17620;0;1;1;NA;NA;NA
17621;0;25;1;1;2;4
17622;0;68;2;2;1;10
17623;0;44;2;2;1;9
17624;0;65;2;2;5;6
17625;39600;48;1;2;1;9
17626;0;73;2;1;3;4
17627;0;20;2;2;2;8
17628;43200;61;1;3;1;8
17629;0;10;1;NA;NA;NA
17630;3600;19;1;NA;2;8
17631;0;72;2;3;1;8
17632;20216;38;2;2;1;9
17633;0;4;1;NA;NA;NA
17634;0;69;1;3;1;9
17635;0;14;2;NA;NA;NA
17636;67600;48;1;2;1;8
17637;0;21;1;NA;NA;NA
17638;NA;20;1;NA;NA;NA
17639;NA;22;1;2;2;3
17640;0;5;2;NA;NA;NA
17641;0;74;2;1;1;9
17642;0;82;2;2;3;8
17643;0;4;2;NA;NA;NA
17644;102000;64;1;3;4;8
17645;0;10;1;NA;NA;NA
17646;0;12;1;NA;NA;NA
17647;0;18;1;NA;2;9
17648;0;67;2;3;1;6
17649;0;15;1;NA;NA;NA
17650;0;41;1;1;1;7
17651;NA;40;1;1;1;10
17652;55000;38;1;3;1;7
17653;27420;43;1;2;1;9
17654;NA;39;1;2;2;7
17655;33618;34;1;2;2;9
17656;NA;52;2;NA;NA;NA
17657;0;13;2;NA;NA;NA
17658;0;74;1;3;4;6
17659;0;7;1;NA;NA;NA
17660;0;72;2;2;1;5
17661;0;34;1;1;5;0
17662;0;8;2;NA;NA;NA
17663;0;74;2;2;4;8
17664;70800;53;1;2;1;8
17665;0;32;1;1;2;8
17666;49500;51;2;2;4;8
17667;108000;37;1;3;2;7
17668;0;72;2;1;3;6
17669;0;29;2;1;1;6
17670;0;5;2;NA;NA;NA
17671;45915;26;2;2;2;9
17672;0;5;2;NA;NA;NA
17673;0;5;1;NA;NA;NA
17674;5400;62;2;2;1;9
17675;0;66;1;3;1;9
17676;52150;53;1;3;1;8
17677;0;17;2;NA;NA;NA
17678;39500;38;1;2;1;8
17679;NA;48;2;2;2;7
17680;0;45;2;1;1;5
17681;NA;6;1;NA;NA;NA
17682;0;24;2;1;2;6
17683;0;7;2;NA;NA;NA
17684;0;67;2;2;1;10
17685;0;13;1;NA;NA;NA
17686;0;59;1;NA;NA;NA
17687;27600;75;1;2;1;10
17688;0;10;1;NA;NA;NA
17689;0;5;1;NA;NA;NA
17690;18450;48;2;2;1;9
17691;39400;41;1;2;5;9
17692;6300;45;1;1;1;8
17693;0;16;1;NA;NA;NA
17694;NA;65;2;1;1;4
17695;0;17;2;1;2;NA
17696;0;9;1;NA;NA;NA
17697;21600;62;2;2;2;4
17698;0;33;1;1;1;6
17699;60000;48;1;2;1;8
17700;0;32;2;2;1;9
17701;35000;55;1;2;4;10
17702;0;2;1;NA;NA;NA
17703;0;5;1;NA;NA;NA
17704;NA;42;1;NA;NA;NA
17705;3044;58;2;2;1;9
17706;0;3;1;NA;NA;NA
17707;70600;47;1;2;1;8
17708;0;61;1;2;1;9
17709;49100;51;1;2;1;9
17710;0;1;2;NA;NA;NA
17711;NA;26;2;1;1;8
17712;41600;48;2;2;1;8
17713;0;11;2;NA;NA;NA
17714;82350;64;1;2;1;7
17715;0;10;2;NA;NA;NA
17716;NA;20;1;NA;NA;NA
17717;0;75;2;3;1;8
17718;0;66;1;2;1;8
17719;0;16;1;NA;NA;NA
17720;11040;22;2;2;2;9
17721;0;10;2;NA;NA;NA
17722;0;85;1;3;1;8
17723;0;2;1;NA;NA;NA
17724;0;6;1;NA;NA;NA
17725;0;12;2;NA;NA;NA
17726;NA;52;2;1;1;8
17727;NA;19;2;NA;NA;NA
17728;NA;NA;1;NA;NA;NA
17729;24000;56;1;1;1;10
17730;0;82;1;2;3;8
17731;NA;29;1;NA;NA;NA
17732;0;25;1;1;2;0
17733;0;12;1;NA;NA;NA
17734;20122;50;1;1;1;8
17735;0;75;1;3;1;8
17736;13000;45;2;2;2;3
17737;0;34;2;NA;NA;NA
17738;39636;38;2;2;2;8
17739;34450;34;1;2;1;9
17740;NA;60;2;1;4;8
17741;0;67;2;3;4;5
17742;17000;48;1;2;1;8
17743;0;69;1;2;3;9
17744;7200;30;1;3;2;5
17745;72000;61;1;3;1;8
17746;0;3;1;NA;NA;NA
17747;8400;27;2;3;2;7
17748;33050;57;1;2;1;6
17749;NA;28;2;1;1;8
17750;239000;60;2;3;4;9
17751;NA;51;1;2;1;8
17752;16600;47;2;2;1;9
17753;102100;50;1;3;2;8
17754;NA;66;2;3;2;4
17755;0;23;1;NA;NA;NA
17756;18960;53;2;2;2;5
17757;0;11;1;NA;NA;NA
17758;41000;55;2;2;2;6
17759;0;11;2;NA;NA;NA
17760;7200;51;1;2;2;6
17761;NA;25;2;1;2;8
17762;NA;57;2;2;1;8
17763;0;6;1;NA;NA;NA
17764;0;12;1;NA;NA;NA
17765;10000;26;1;1;2;0
17766;0;12;2;NA;NA;NA
17767;32500;60;2;2;1;7
17768;0;11;2;NA;NA;NA
17769;19920;58;2;3;1;8
17770;0;14;2;NA;NA;NA
17771;NA;36;1;2;1;7
17772;2700;47;2;3;4;8
17773;0;69;1;3;1;5
17774;18160;49;2;2;2;8
17775;0;17;1;NA;2;NA
17776;0;67;1;NA;NA;NA
17777;0;80;1;2;4;6
17778;0;55;2;NA;NA;NA
17779;0;48;1;2;2;5
17780;26400;31;1;2;2;9
17781;0;16;2;NA;NA;NA
17782;0;64;1;2;1;4
17783;NA;55;1;NA;NA;NA
17784;41400;21;1;2;2;8
17785;74360;55;1;2;1;8
17786;5264;20;2;1;2;7
17787;115000;51;2;3;2;9
17788;18600;60;2;2;3;9
17789;12000;22;1;2;2;8
17790;0;11;1;NA;NA;NA
17791;12350;39;2;2;1;8
17792;126000;52;1;3;1;6
17793;35400;30;2;2;1;8
17794;55350;30;1;2;2;8
17795;0;14;1;NA;NA;NA
17796;0;66;1;2;4;7
17797;39000;56;1;2;1;7
17798;NA;26;1;1;1;10
17799;130000;46;1;3;1;9
17800;0;72;2;2;4;6
17801;0;13;1;NA;NA;NA
17802;8400;20;1;2;2;8
17803;0;1;1;NA;NA;NA
17804;0;5;2;NA;NA;NA
17805;35600;26;1;2;2;9
17806;2844;58;1;2;1;9
17807;0;81;2;2;3;10
17808;48990;57;1;2;1;8
17809;24000;52;2;2;1;10
17810;0;17;1;NA;2;NA
17811;41944;59;1;2;1;8
17812;40800;53;2;3;1;9
17813;104000;56;1;2;1;9
17814;NA;34;2;NA;NA;NA
17815;7348;54;2;3;1;8
17816;0;7;2;NA;NA;NA
17817;0;82;1;2;1;7
17818;42750;48;1;2;4;9
17819;120000;64;1;3;1;10
17820;NA;63;1;2;4;8
17821;0;9;2;NA;NA;NA
17822;0;12;1;NA;NA;NA
17823;0;32;2;NA;1;5
17824;21600;23;1;2;2;4
17825;0;39;1;NA;1;5
17826;0;18;1;NA;2;5
17827;30000;47;2;2;1;7
17828;0;12;1;NA;NA;NA
17829;0;73;1;1;2;7
17830;NA;58;1;3;1;8
17831;21600;41;2;NA;1;9
17832;NA;33;1;2;1;7
17833;0;40;1;1;1;8
17834;0;16;1;NA;NA;NA
17835;0;78;1;2;5;6
17836;22920;56;2;2;1;5
17837;0;10;2;NA;NA;NA
17838;0;32;2;1;1;7
17839;30000;43;1;2;1;8
17840;0;4;2;NA;NA;NA
17841;0;55;2;2;1;9
17842;0;24;1;3;2;8
17843;0;5;1;NA;NA;NA
17844;0;14;2;NA;NA;NA
17845;NA;36;2;2;2;5
17846;0;8;1;NA;NA;NA
17847;0;26;2;2;1;7
17848;0;9;2;NA;NA;NA
17849;0;4;1;NA;NA;NA
17850;0;60;1;1;2;4
17851;0;49;2;2;1;8
17852;96000;57;1;3;1;9
17853;0;11;2;NA;NA;NA
17854;36000;48;1;2;2;5
17855;NA;48;2;2;1;9
17856;31540;30;1;3;2;7
17857;0;5;2;NA;NA;NA
17858;NA;38;1;NA;1;1
17859;0;17;1;NA;NA;NA
17860;NA;51;1;NA;NA;NA
17861;30500;57;1;2;1;7
17862;0;31;1;NA;NA;NA
17863;137800;44;1;3;1;8
17864;0;31;2;NA;NA;NA
17865;0;10;1;NA;NA;NA
17866;67200;54;1;2;1;8
17867;43200;57;2;3;2;8
17868;0;3;2;NA;NA;NA
17869;63000;69;1;3;1;8
17870;37200;63;2;2;1;10
17871;0;12;2;NA;NA;NA
17872;0;36;2;NA;NA;NA
17873;27000;23;2;2;2;8
17874;0;8;2;NA;NA;NA
17875;0;6;2;NA;NA;NA
17876;19100;43;2;2;1;8
17877;0;28;1;NA;NA;NA
17878;72000;63;1;3;1;8
17879;0;15;1;NA;NA;NA
17880;0;6;1;NA;NA;NA
17881;0;7;1;NA;NA;NA
17882;28800;60;1;2;1;5
17883;NA;67;1;2;1;8
17884;46000;33;2;3;2;8
17885;1600;21;2;2;2;9
17886;0;41;1;1;1;8
17887;0;11;2;NA;NA;NA
17888;0;31;2;2;1;9
17889;0;76;2;2;3;8
17890;0;65;2;2;3;5
17891;32615;54;1;2;1;8
17892;27300;60;2;2;1;10
17893;27600;42;2;2;1;8
17894;4320;24;1;2;2;9
17895;33400;59;1;2;2;7
17896;0;17;2;NA;2;NA
17897;7200;48;2;2;4;5
17898;16890;39;2;2;1;6
17899;0;11;2;NA;NA;NA
17900;0;5;1;NA;NA;NA
17901;5400;48;2;2;1;5
17902;0;75;2;2;1;8
17903;6000;30;1;2;2;8
17904;26000;49;2;2;1;9
17905;0;87;2;1;4;8
17906;0;23;1;2;2;7
17907;0;5;2;NA;NA;NA
17908;0;82;1;1;1;8
17909;96000;49;1;2;1;10
17910;0;1;2;NA;NA;NA
17911;1200;33;2;2;1;9
17912;NA;59;1;2;1;7
17913;NA;24;1;NA;NA;NA
17914;NA;40;1;NA;NA;NA
17915;16000;21;1;2;2;9
17916;0;71;1;2;1;8
17917;0;69;1;2;1;8
17918;0;1;1;NA;NA;NA
17919;0;14;2;NA;NA;NA
17920;NA;46;1;2;1;8
17921;NA;35;1;NA;NA;NA
17922;0;11;1;NA;NA;NA
17923;0;68;2;2;1;7
17924;0;59;2;1;1;9
17925;0;20;2;2;2;10
17926;81700;50;1;2;1;8
17927;0;70;2;2;3;8
17928;NA;27;1;NA;NA;NA
17929;0;17;2;NA;2;NA
17930;0;80;2;2;1;7
17931;0;75;1;2;1;8
17932;NA;74;1;3;1;8
17933;NA;73;1;1;4;10
17934;NA;58;2;2;3;4
17935;NA;55;1;2;1;9
17936;0;72;1;2;1;5
17937;2e+05;55;1;3;1;10
17938;10400;44;2;3;5;8
17939;0;36;2;3;1;7
17940;NA;14;1;NA;NA;NA
17941;0;58;1;2;1;7
17942;330000;41;2;2;1;8
17943;0;17;2;NA;NA;NA
17944;NA;35;1;2;1;7
17945;60000;33;1;3;1;7
17946;90000;53;1;2;1;8
17947;27000;45;2;2;1;5
